ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK
102 Piazza Link,Alkimos,241500,4,2,2,360,175,NULL,39900,Butler Station,1600,"02-2019
",6038,-31.62148141,115.697501,BUTLER COLLEGE,3.5207228681307527,39
102 Pinegrove Drive,Ellenbrook,466000,4,2,2,613,193,2004,22400,Guildford Station,13900,"05-2020
",6069,-31.77427454,115.968586,HOLY CROSS COLLEGE,0.5130634683600178,98
102 Shenton Road,Swanbourne,1335000,4,2,2,402,261,1935,9100,Swanbourne Station,306,"01-2017
",6010,-31.98065,115.76876,SCOTCH COLLEGE,0.42182600031802936,24
102 STATION STREET,East Cannington,444000,3,2,2,202,150,2007,11200,Canning,598,"03-2018
",6107,-32.01517493,115.9510977,SEVENOAKS SENIOR COLLEGE,0.8817990755156455,114
102 Suffolk Street,Caversham,453000,4,2,2,470,141,2014,14500,East Guildford Station,3300,"04-2017
",6055,-31.86686518,115.9736408,GOVERNOR STIRLING SENIOR HIGH SCHOOL,2.8424679927743632,130
102 Ulcombe Street,Kenwick,437007,4,2,4,567,134,2007,15200,Madding,845,"04-2016
",6107,-32.04188539,115.9801092,ST FRANCIS' SCHOOL,0.6144902824674616,
102 Valentine Avenue,Dianella,715000,3,1,1,903,118,1967,7100,Mount Lawley Station,4800,"12-2019
",6059,-31.89182,115.88248,MORLEY SENIOR HIGH SCHOOL,2.0167349044546747,100
102 Vellgrove Avenue,Parkwood,565000,4,2,2,685,157,1980,12300,Thornlie Station,3200,"12-2015
",6147,-32.05072,115.91887,LYNWOOD SENIOR HIGH SCHOOL,1.0135200647174372,96
102 Vincent Road,Sinagra,425000,3,2,2,375,204,NULL,24000,Joondalup Station,4100,"02-2019
",6065,-31.74017942,115.8104269,WANNEROO SECONDARY COLLEGE,2.0181621681908286,131
102 Vines Avenue,The Vines,770000,4,2,4,4000,283,1993,24800,Midland Station,14200,"01-2018
",6069,-31.76425,116.0001,HOLY CROSS COLLEGE,2.671860108142521,98
102 Waterloo Street,Tuart Hill,408000,2,1,1,319,210,1987,6000,Glendalough Station,1300,"06-2017
",6060,-31.90401,115.82977,SERVITE COLLEGE,0.39335949821918326,65
102 Westfield Street,Maddington,250000,3,1,1,685,97,1972,17200,Madding,1600,"03-2020
",6109,-32.0503,115.99919,ST FRANCIS' SCHOOL,1.4765197882776515,
1020 Coulston Road,Boya,649000,5,2,4,5085,258,1957,18700,Midland Station,5400,"11-2012
",6056,-31.91393,116.05168,TREETOPS MONTESSORI SCHOOL,2.234176832099295,
1025 Avonholme Circle,Chidlow,658500,3,2,NULL,23483,55,2013,39400,Midland Station,24700,"08-2016
",6556,-31.84246497,116.2553389,EASTERN HILLS SENIOR HIGH SCHOOL,4.8341235944508965,105
102a James Street,Gosnells,315000,4,2,2,597,149,1998,20400,Seaforth Station,861,"02-2020
",6110,-32.08876476,116.0034201,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,1.8234336870561,40
102A Mackie Street,Victoria Park,415000,3,1,1,150,66,1989,3900,Vic,1500,"03-2019
",6100,-31.97737,115.88821,KENT STREET SENIOR HIGH SCHOOL,1.0176409887680433,93
103 Apple Street,Upper Swan,775000,4,2,1,4047,220,1980,26100,Midland Station,14400,"01-2017
",6069,-31.76368,116.02283,HOLY CROSS COLLEGE,4.750450164588251,98
103 Aurelian Street,Palmyra,1210000,4,2,2,1035,179,1999,12100,Fremantle Station,4600,"04-2019
",6157,-32.04544,115.79299,MELVILLE SENIOR HIGH SCHOOL,1.1797937487022994,61
103 Bolderwood Drive,South Lake,552000,4,2,3,762,151,NULL,16900,Cockburn Central Station,2600,"02-2016
",6164,-32.10371,115.84795,LAKELAND SENIOR HIGH SCHOOL,0.6247286861979262,
103 Buxton Street,Mount Hawthorn,850000,2,1,1,491,98,1936,4400,Glendalough Station,1100,"06-2018
",6016,-31.91961,115.83303,BOLD PARK COMMUNITY SCHOOL,1.0418120093095282,
103 Caporn Street,Mariginiup,1950000,4,1,2,43369,169,1960,24800,Joondalup Station,4700,"09-2014
",6078,-31.7323,115.81489,WANNEROO SECONDARY COLLEGE,2.8449740430142696,131
103 Clifton Street,Chidlow,215000,4,2,4,1765,208,2015,40400,Midland Station,25900,"10-2012
",6556,-31.85877,116.27193,EASTERN HILLS SENIOR HIGH SCHOOL,5.180732224411088,105
103 Coldstream Circuit,Merriwa,315000,3,2,2,589,119,1993,34700,Butler Station,3600,"08-2017
",6030,-31.66574,115.71344,ALKIMOS BAPTIST COLLEGE,0.6765311476474449,
103 Coode Street,South Perth,900000,3,2,2,401,153,2002,3800,Canning Bridge Station,2700,"10-2020
",6151,-31.98605,115.86243,WESLEY COLLEGE,0.7541991023685873,37
103 Dyson Street,Kensington,948000,3,2,2,777,173,1940,4200,Carlisle Station,2800,"11-2014
",6151,-31.98448,115.88265,KENT STREET SENIOR HIGH SCHOOL,0.9541609166476965,93
103 Emerald Drive,Carabooda,1455000,5,3,8,22899,333,NULL,42300,Butler Station,5000,"05-2016
",6033,-31.59265,115.71464,BUTLER COLLEGE,6.588140868057944,39
103 Gooseberry Hill Road,Gooseberry Hill,635000,4,2,2,2005,202,1969,17000,Midland Station,7700,"04-2020
",6076,-31.95262,116.03908,KALAMUNDA SENIOR HIGH SCHOOL,3.240424182630612,107
103 Grovelands Drive,Camillo,220000,3,1,2,728,135,1980,22800,Challis Station,2000,"05-2019
",6111,-32.12312275,115.9920915,KELMSCOTT SENIOR HIGH SCHOOL,1.7956176109630266,113
103 Harpenden Street,Huntingdale,395000,4,2,4,527,151,1997,17300,Thornlie Station,3800,"01-2018
",6110,-32.08094,115.96134,THORNLIE SENIOR HIGH SCHOOL,1.638892081417484,125
103 Hellfire Drive,Darch,530000,4,2,2,629,256,2006,14800,Greenwood Station,5300,"06-2017
",6065,-31.8201184,115.839018,KINGSWAY CHRISTIAN COLLEGE,0.9633018254532643,50
103 Ingleton Lane,Mount Lawley,427000,1,1,1,93,61,2001,3700,Mount Lawley Station,1000,"09-2020
",6050,-31.92571189,115.8816548,PERTH COLLEGE,0.8422693377381322,9
103 Ladywell Street,Beckenham,245000,4,2,2,1067,261,2012,13200,Kenwick Station,917,"12-2016
",6107,-32.02869643,115.965438,COMMUNICARE ACADEMY,0.9981836518746313,
103 Maamba Road,Wattle Grove,675000,4,2,4,633,250,2007,13800,Madding,5400,"07-2017
",6107,-32.00154496,115.9926747,HERITAGE COLLEGE PERTH,3.3319650173991984,
103 Malibu Road,Safety Bay,410000,3,1,1,739,220,1977,40700,Rockingham Station,2300,"01-2020
",6169,-32.30452771,115.7434158,SAFETY BAY SENIOR HIGH SCHOOL,0.26870225060970365,136
103 Marden Grange,Aveley,412500,3,2,2,523,193,2010,22500,East Guildford Station,13200,"07-2019
",6069,-31.77743676,115.9790182,HOLY CROSS COLLEGE,0.6881150051955905,98
103 Masters Road,Darling Downs,855000,4,2,2,20001,194,1986,29800,Armadale Station,5500,"09-2019
",6122,-32.1977,115.98505,BYFORD SECONDARY COLLEGE,3.2711233680578404,116
103 Mortimer Road,Casuarina,83000,4,2,2,19996,257,1992,33600,Kwinana Station,2500,"08-1991
",6167,-32.25437,115.8565,THE KING'S COLLEGE,1.6392829239727014,
103 Mustang Road,Champion Lakes,1000000,4,2,2,31860,180,NULL,21800,Kelmscott Station,2900,"06-2014
",6111,-32.11784,115.98309,KELMSCOTT SENIOR HIGH SCHOOL,2.6651582984193993,113
103 Peterborough Circle,North Lake,780000,4,2,2,605,233,NULL,14600,Murdoch Station,1900,"06-2017
",6163,-32.08294,115.84471,LEEMING SENIOR HIGH SCHOOL,1.4415943245766607,89
103 Rookwood Street,Menora,976000,4,3,2,755,353,1922,3100,Perth Station,3000,"03-2006
",6050,-31.92447,115.86176,MOUNT LAWLEY SENIOR HIGH SCHOOL,0.8362818375318101,20
103 Samson Street,White Gum Valley,555000,3,1,2,323,125,1950,14700,Fremantle Station,2700,"09-2016
",6162,-32.06158645,115.7709572,FREMANTLE COLLEGE,0.7572859698296868,128
103 Torquata Boulevard,Helena Valley,600000,4,2,2,637,219,2003,16800,Midland Station,4400,"04-2017
",6056,-31.92046,116.0324,SWAN VIEW SENIOR HIGH SCHOOL,3.837573513239322,
103 Waterford Avenue,Waterford,938000,4,2,2,811,215,1994,7400,Canning Bridge Station,3000,"08-2020
",6152,-32.01364,115.88782,CLONTARF ABORIGINAL COLLEGE,0.5346576820131426,
103 Welwyn Avenue,Salter Point,675000,3,1,2,121,118,1969,8100,Canning Bridge Station,2100,"10-2017
",6152,-32.02471142,115.8691509,AQUINAS COLLEGE,0.7163107940507418,23
103 Whitfield Drive,Two Rocks,395000,4,2,2,811,165,1989,55800,Butler Station,17600,"11-2020
",6037,-31.50291,115.59836,YANCHEP SECONDARY COLLEGE,6.97940155646862,
103/6 Manning Terrace,South Perth,580000,3,1,1,15029,84,1979,2700,Claisebrook Station,2600,"11-2020
",6151,-31.97247,115.8738,WESLEY COLLEGE,1.1153822724283577,37
1030 Alice Road,Mount Helena,625000,4,2,2,12140,210,1980,33600,Midland Station,19100,"02-2015
",6082,-31.8694663,116.2009009,EASTERN HILLS SENIOR HIGH SCHOOL,1.8804244547581497,105
103A Flinders Street,Mount Hawthorn,570000,3,1,3,365,93,1989,4300,Glendalough Station,1500,"04-2019
",6016,-31.91800317,115.83859,ARANMORE CATHOLIC COLLEGE,1.0971177100968934,106
103A Samson Street,White Gum Valley,650000,4,2,2,332,150,NULL,14800,Fremantle Station,2700,"05-2017
",6162,-32.06178982,115.7709361,FREMANTLE COLLEGE,0.7355676165512957,128
103B Goddard Street,Lathlain,500000,3,1,1,486,121,1991,5000,Burswood Station,1000,"04-2019
",6100,-31.96405,115.90943,ST CLARE'S SCHOOL,0.7918436015548935,
103C Shakespeare Avenue,Yokine,515000,3,2,2,269,123,2012,5300,Mount Lawley Station,3600,"01-2020
",6060,-31.90532083,115.8665998,CARMEL SCHOOL,0.8125325533346047,13
104 Alfred Road,Claremont,1205000,3,2,NULL,334,322,NULL,7400,Loch Street Station,857,"07-2020
",6010,-31.96930399,115.783012,JOHN XXIII COLLEGE,1.057431300404081,8
104 Arkwell Street,Willagee,560000,1,1,2,787,105,NULL,12300,Fremantle Station,4900,"11-2020
",6156,-32.04943,115.79675,MELVILLE SENIOR HIGH SCHOOL,0.8915488903570887,61
104 Aveley Road,Belhus,1017500,4,2,2,10004,199,2002,24700,Midland Station,13300,"04-2008
",6069,-31.77283466,116.0130688,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,3.5415852514917363,53
104 Boatwright Avenue,Haynes,162000,3,2,1,343,104,2014,26100,Armadale Station,2300,"05-2013
",6112,-32.15866098,115.9890682,DALE CHRISTIAN SCHOOL,0.9133376937716402,
104 Boundary Road,St James,600000,3,2,1,703,127,NULL,7200,Welshpool Station,2000,"04-2019
",6102,-32.0039,115.90466,CANNING COLLEGE,0.9402135050401882,
104 Broome Street,Highgate,608000,2,1,NULL,1351,90,1920,1800,East Perth Station,832,"04-2016
",6003,-31.93944793,115.8703953,PERTH COLLEGE,1.0375404424868973,9
104 Coogee Road,Mariginiup,240000,3,2,NULL,20051,262,1974,27400,Currambine Station,7000,"07-1995
",6078,-31.70804,115.82186,JOSEPH BANKS SECONDARY COLLEGE,2.6083273309428243,92
104 Crystaluna Drive,Golden Bay,560000,4,2,2,814,217,2010,54300,Warnbro Station,11900,"10-2020
",6174,-32.43357101,115.7656434,COMET BAY COLLEGE,1.9916166708379022,35
104 Dorchester Avenue,Warwick,640000,3,2,2,690,171,1982,14000,Warwick Station,914,"08-2014
",6024,-31.83718,115.80017,WARWICK SENIOR HIGH SCHOOL,1.451467808718691,
104 Dundebar Road,Wanneroo,392000,3,2,1,808,158,NULL,23000,Joondalup Station,4400,"11-2018
",6065,-31.74891,115.81355,WANNEROO SECONDARY COLLEGE,1.00853322079593,131
104 Fitzroy Road,Rivervale,410000,4,2,1,447,120,1995,5400,Burswood Station,1400,"04-2019
",6103,-31.961347,115.914738,ST CLARE'S SCHOOL,1.2325369098335701,
104 Greenvale Place,Mariginiup,970000,4,2,2,24353,200,1960,28600,Clarkson Station,7600,"03-2011
",6078,-31.697829,115.81744,JOSEPH BANKS SECONDARY COLLEGE,1.975326647519605,92
104 Holden Road,Roleystone,460000,3,1,4,1912,122,1954,26600,Kelmscott Station,5700,"12-2016
",6111,-32.10773,116.07329,KELMSCOTT SENIOR HIGH SCHOOL,6.0593994483251015,113
104 Kenwick Road,Kenwick,345000,3,1,4,562,118,2003,14600,Kenwick Station,1100,"09-2018
",6107,-32.03307187,115.9810556,REHOBOTH CHRISTIAN COLLEGE,0.3366155217793122,
104 Lowanna Way,Armadale,320000,4,2,2,585,111,1991,25300,Sherwood Station,444,"06-2020
",6112,-32.14128,116.00863,JOHN CALVIN CHRISTIAN COLLEGE,0.8541017745733364,56
104 Milina Street,Hillman,265000,3,1,1,727,92,1975,38000,Rockingham Station,924,"07-2008
",6168,-32.28446,115.76845,KOLBE CATHOLIC COLLEGE,1.4499662102342041,97
104 Millendon Street,Carramar,522500,4,2,2,656,241,2004,27800,Currambine Station,4400,"01-2017
",6031,-31.70904,115.79305,JOSEPH BANKS SECONDARY COLLEGE,1.2007028174739387,92
104 Mills Street,Coogee,939000,4,2,2,941,267,1972,19600,Fremantle Station,6800,"10-2015
",6166,-32.11036,115.76726,PORT SCHOOL,3.214650819912505,
104 Mirrabooka Avenue,Koondoola,360000,3,1,12,692,96,1977,12600,Warwick Station,5600,"09-2016
",6064,-31.83865,115.85498,MERCY COLLEGE,0.987144202669947,46
104 Montreal Street,White Gum Valley,720000,3,1,1,470,125,1972,14600,Fremantle Station,2100,"10-2017
",6162,-32.05776322,115.7663366,FREMANTLE COLLEGE,1.1392065412829195,128
104 Price Parkway,Bertram,342500,4,2,2,480,176,NULL,32200,Kwinana Station,696,"10-2018
",6167,-32.2413261,115.8434545,THE KING'S COLLEGE,1.5114025292928956,
104 Queens Road,South Guildford,730000,3,1,7,1681,167,NULL,11700,Guildford Station,1500,"12-2016
",6055,-31.91087,115.97312,GUILDFORD GRAMMAR SCHOOL,2.047478344926447,52
104 Rathkeale Boulevard,Ridgewood,288000,3,2,2,225,105,2011,35600,Butler Station,2900,"07-2018
",6030,-31.65462792,115.721596,IRENE MCCORMACK CATHOLIC COLLEGE,1.1518195341181012,120
104 River Way,Salter Point,1350000,3,1,1,1068,134,1958,8200,Canning Bridge Station,2300,"11-2015
",6152,-32.02663522,115.8731549,AQUINAS COLLEGE,1.0763529331006398,23
104 Roberts Street,Osborne Park,545000,3,1,3,480,108,NULL,5700,Glendalough Station,910,"03-2017
",6017,-31.90800385,115.8285994,SERVITE COLLEGE,0.7577074667019461,65
104 South Western Highway,Mount Richon,372000,4,2,1,1446,176,1960,27200,Armadale Station,554,"01-2013
",6112,-32.15568,116.01848,ARMADALE SENIOR HIGH SCHOOL,0.7575635087463075,
104 St Barnabas Boulevard,Quinns Rocks,285000,4,1,1,480,93,NULL,35900,Butler Station,2700,"10-2020
",6030,-31.65915,115.70108,ALKIMOS BAPTIST COLLEGE,0.8713239636407937,
104 The Eyrie,Gidgegannup,750000,4,2,2,27577,192,1996,42100,Midland Station,27200,"08-2020
",6083,-31.74796,116.23413,EASTERN HILLS SENIOR HIGH SCHOOL,14.07856353580461,105
104 Victoria Avenue,Dalkeith,1800000,3,1,2,816,170,1958,8200,Claremont Station,1700,"07-2020
",6009,-31.99457,115.78839,METHODIST LADIES' COLLEGE,1.4752115338273808,5
104 Wellington Street,Mosman Park,1590000,4,2,2,533,282,2007,11100,Vic,1200,"08-2019
",6012,-32.01545238,115.7674319,IONA PRESENTATION COLLEGE,0.770909886426356,17
1040 Hedges Road,Hovea,85000,4,2,2,21987,241,1994,25700,Midland Station,11400,"11-1995
",6071,-31.8929432,116.1216223,HELENA COLLEGE,3.276299503000297,78
1040 Johnston Road,Parkerville,865000,4,2,7,12708,180,1987,28500,Midland Station,14000,"04-2012
",6081,-31.88022,116.1486,MUNDARING CHRISTIAN COLLEGE,3.628792160205739,
1040 Rosedale Road,Chidlow,505000,4,2,2,1919,239,1997,39600,Midland Station,25000,"03-2013
",6556,-31.8544805,116.2619061,EASTERN HILLS SENIOR HIGH SCHOOL,4.505969652257569,105
1045 Margaret Road,Hovea,545000,3,2,2,12150,305,1977,24400,Midland Station,10200,"12-2002
",6071,-31.8940186,116.1083152,HELENA COLLEGE,2.1858497951303106,78
104A Vickers Street,Hamersley,466000,4,2,2,564,146,2006,11000,Warwick Station,2900,"05-2016
",6022,-31.85823174,115.8225172,BALCATTA SENIOR HIGH SCHOOL,2.1537366509971423,135
105 Adams Road,Mariginiup,1000000,4,2,3,10001,333,2002,27600,Currambine Station,7700,"06-2005
",6078,-31.7059,115.82878,JOSEPH BANKS SECONDARY COLLEGE,3.1503935613841976,92
105 Arnott Street,Trigg,875000,3,2,2,522,123,1960,12900,Warwick Station,4700,"10-2014
",6029,-31.87243,115.7593,ST MARY'S ANGLICAN GIRLS' SCHOOL,0.8278590282833659,7
105 Ashdale Boulevard,Darch,520000,3,2,2,595,220,2006,16200,Whitfords Station,5600,"08-2019
",6065,-31.80788604,115.8410627,ASHDALE SECONDARY COLLEGE,0.4176392284774737,75
105 Braemore Street,Seville Grove,290000,4,2,2,628,128,NULL,24800,Sherwood Station,1600,"12-2017
",6112,-32.1427755,115.9944672,CECIL ANDREWS COLLEGE,0.30070932395476063,139
105 Caspian Way,Brigadoon,560000,4,2,2,15011,257,1994,27900,Midland Station,13900,"09-2005
",6069,-31.78595,116.07954,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,8.944320181975193,53
105 Chrysostom Street,Trigg,895000,4,2,1,506,230,NULL,13100,Warwick Station,4800,"11-2013
",6029,-31.87236,115.75722,ST MARY'S ANGLICAN GIRLS' SCHOOL,0.9947921179931509,7
105 Derby Road,Shenton Park,1030000,3,1,1,463,111,1950,4300,Daglish Station,789,"03-2018
",6008,-31.95903,115.81461,SHENTON COLLEGE,1.0974171080443107,14
105 Fielder Road,Serpentine,705000,5,2,4,4026,234,2003,48000,Warnbro Station,19700,"09-2015
",6125,-32.37337906,115.9698944,COURT GRAMMAR SCHOOL,11.710654458218517,
105 Gardiner Street,Belmont,419000,2,1,NULL,700,85,1960,8100,Ashfield Station,4200,"07-2020
",6104,-31.9495904,115.9448356,BELMONT CITY COLLEGE,1.426131289738203,57
105 Hardey Road,Serpentine,255000,4,2,2,4010,254,NULL,49000,Warnbro Station,20500,"03-2013
",6125,-32.37664705,115.9759418,COURT GRAMMAR SCHOOL,11.987346993538265,
105 Harpenden Street,Huntingdale,445000,4,2,2,527,131,1998,17300,Thornlie Station,3900,"11-2020
",6110,-32.08103,115.96122,THORNLIE SENIOR HIGH SCHOOL,1.647795142807298,125
105 Howick Street,Lathlain,820000,4,2,4,1012,67,1972,4900,Vic,417,"10-2018
",6100,-31.96994,115.90617,ST CLARE'S SCHOOL,0.2663478198121958,
105 Huntley Street,Gooseberry Hill,863000,4,2,2,2295,236,2000,18500,Midland Station,8500,"07-2019
",6076,-31.95337,116.05422,KALAMUNDA SENIOR HIGH SCHOOL,2.732636312140104,107
105 Kalgoorlie Street,Mount Hawthorn,920000,3,1,2,491,130,1930,4300,Glendalough Station,1200,"11-2017
",6016,-31.91938,115.83409,BOLD PARK COMMUNITY SCHOOL,1.142870659701026,
105 Kerun Road,Chidlow,560000,3,2,2,20808,200,1994,39900,Midland Station,25100,"02-2013
",6556,-31.83566,116.25866,EASTERN HILLS SENIOR HIGH SCHOOL,5.60673144271963,105
105 Liberton Road,Chidlow,700000,4,3,5,18725,115,1975,40500,Midland Station,25900,"12-2015
",6556,-31.85532,116.27153,EASTERN HILLS SENIOR HIGH SCHOOL,5.283644016365583,105
105 Middle Swan Road,West Swan,590000,4,2,2,2572,170,NULL,16500,Midland Station,3200,"02-2015
",6055,-31.863281,115.997911,SWAN CHRISTIAN COLLEGE,1.4199397594496728,93
105 Morrell Road,Glen Forrest,907500,5,2,2,4993,232,1994,24000,Midland Station,10700,"11-2015
",6071,-31.91720099,116.1097787,HELENA COLLEGE,2.041975282892153,78
105 Rae Road,Safety Bay,320000,3,1,1,809,94,1970,40500,Rockingham Station,3600,"11-2018
",6169,-32.29803,115.72397,SAFETY BAY SENIOR HIGH SCHOOL,1.7013486173085588,136
105 Reynolds Road,Forrestfield,445000,5,2,2,630,173,1995,13000,Madding,7000,"08-2020
",6058,-31.98683,115.99006,DARLING RANGE SPORTS COLLEGE,2.322603714981816,137
105 River Road,Kelmscott,540000,4,2,3,761,198,1967,24700,Challis Station,797,"08-2017
",6111,-32.1259,116.02132,KELMSCOTT SENIOR HIGH SCHOOL,1.0851024054381584,113
105 Sadler Drive,Maida Vale,900000,4,2,2,3930,200,1986,16000,Midland Station,5500,"08-2019
",6057,-31.93588551,116.0275439,DARLING RANGE SPORTS COLLEGE,4.696017332989099,137
105 Sexton Street,Sawyers Valley,425000,3,1,2,2247,110,1980,32500,Midland Station,18600,"06-2017
",6074,-31.9008491,116.1973517,MUNDARING CHRISTIAN COLLEGE,1.6308170867921101,
105 Tarbenian Way,Brigadoon,675000,3,2,2,17806,130,2001,28300,Midland Station,14300,"05-2016
",6069,-31.78334,116.08332,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,9.333565368934686,53
105 Thomas Street,East Cannington,658000,4,2,2,1016,222,2001,10700,Canning,1100,"05-2016
",6107,-32.00622,115.95322,ST NORBERT COLLEGE,1.2318873221083892,42
105 Tomallan Close,Parkerville,780000,4,2,12,20054,170,2000,27800,Midland Station,12800,"05-2013
",6081,-31.84045,116.12194,HELENA COLLEGE,7.9919543905552795,78
105 Waterford Avenue,Waterford,1155000,4,3,2,849,301,NULL,7400,Canning Bridge Station,3000,"08-2012
",6152,-32.01362,115.8876,CLONTARF ABORIGINAL COLLEGE,0.554470916867378,
105 Weston Street,Maddington,210000,3,1,2,1237,130,1956,17400,Gosnells Station,1900,"09-2019
",6109,-32.05445601,115.9978156,ST FRANCIS' SCHOOL,1.5750007976487939,
105 Woodbridge Drive,Cooloongup,340000,4,2,NULL,685,136,1992,38500,Rockingham Station,666,"10-2016
",6168,-32.28903,115.76827,KOLBE CATHOLIC COLLEGE,1.6799397857709328,97
105 Zebina Street,East Perth,802000,3,1,3,491,142,1930,2300,East Perth Station,451,"09-2020
",6004,-31.94045,115.87882,PERTH COLLEGE,1.0783561530331718,9
1059 Wellard Road,Kwinana Beach,170000,3,1,2,92333,140,1970,33400,Wellard Station,3300,"05-1989
",6167,-32.24665,115.7886,GILMORE COLLEGE,2.6356201414693405,138
105A Duke Street,Scarborough,600000,3,2,2,234,160,2006,10800,Stirling Station,3200,"12-2019
",6019,-31.88948,115.77108,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.178155409211429,
105A Norman Street,Innaloo,547500,3,2,2,275,113,2002,9600,Stirling Station,1400,"09-2018
",6018,-31.88475,115.79608,BALCATTA SENIOR HIGH SCHOOL,1.839892551294021,135
105A Welwyn Avenue,Salter Point,1475000,4,3,2,506,295,2009,8100,Canning Bridge Station,2100,"05-2017
",6152,-32.02492051,115.8690364,AQUINAS COLLEGE,0.7007998293154951,23
105B Beatrice Street,Innaloo,528000,3,2,2,203,102,2012,9000,Stirling Station,1200,"06-2018
",6018,-31.89445368,115.7923024,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.4577448375211381,
105B Shiraz Boulevard,Pearsall,430000,3,2,2,271,110,2011,18900,Whitfords Station,4000,"09-2016
",6065,-31.78505008,115.8213086,ALTA-1,0.7568557963059043,
106 Adelma Road,Dalkeith,1900000,5,3,2,686,326,1968,7600,Karrakatta Station,3300,"10-2016
",6009,-31.99752,115.799,SANTA MARIA COLLEGE,2.365339828820424,10
106 Celebration Street,Beckenham,345000,2,1,NULL,964,110,1952,12000,Beckenham Station,1900,"05-2020
",6107,-32.00962,115.96708,SEVENOAKS SENIOR COLLEGE,2.3582254913945846,114
106 Chichester Drive,Woodvale,755000,4,2,2,791,208,1994,19000,Whitfords Station,1300,"05-2019
",6026,-31.7911,115.79141,WOODVALE SECONDARY COLLEGE,0.7637677618739636,77
106 Clifton Crescent,Inglewood,615000,3,2,2,337,112,1991,4200,Mount Lawley Station,1700,"05-2020
",6052,-31.92208803,115.879236,MOUNT LAWLEY SENIOR HIGH SCHOOL,0.9007850770443205,20
106 Currie Street,Warnbro,250000,3,2,1,809,110,1972,43900,Warnbro Station,1900,"05-2019
",6169,-32.33559,115.75109,LIVING WATERS LUTHERAN COLLEGE,0.8895526120738396,51
106 Dalkeith Road,Nedlands,1955000,4,2,2,983,216,1940,6400,Karrakatta Station,1900,"12-2017
",6009,-31.98484,115.80298,CHRIST CHURCH GRAMMAR SCHOOL,2.4532631555460482,3
106 Dongara Circle,Jane Brook,449000,3,2,2,513,141,2002,20900,Midland Station,5900,"04-2015
",6056,-31.86441,116.05439,SWAN VIEW SENIOR HIGH SCHOOL,2.736198255527605,
106 East Churchill Avenue,Beeliar,799000,4,2,4,4068,155,1973,21000,Cockburn Central Station,5700,"06-2017
",6164,-32.13464,115.79869,DIVINE MERCY COLLEGE,2.728921010917116,
106 Elderberry Drive,South Lake,400000,3,1,1,702,102,1980,17100,Cockburn Central Station,2900,"07-2015
",6164,-32.10467,115.83917,LAKELAND SENIOR HIGH SCHOOL,0.8010085147859936,
106 Furley Road,Southern River,480000,4,2,4,570,203,2006,18700,Thornlie Station,6300,"03-2018
",6110,-32.10362,115.94366,PROVIDENCE CHRISTIAN COLLEGE,0.7851599953506339,38
106 Glen Iris Drive,Jandakot,900000,3,2,2,808,241,1999,16000,Murdoch Station,3300,"02-2014
",6164,-32.09569,115.85106,LAKELAND SENIOR HIGH SCHOOL,1.563685751705948,
106 Le Souef Drive,Kardinya,760000,4,2,2,799,242,1995,13000,Murdoch Station,4100,"01-2020
",6163,-32.06035,115.80757,MELVILLE SENIOR HIGH SCHOOL,1.5741309570867954,61
106 Lynn Street,Trigg,900000,4,2,2,728,163,1974,13100,Warwick Station,4100,"09-2017
",6029,-31.86737533,115.7628786,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.1136728840179928,7
106 Lysander Drive,Heathridge,637000,4,2,2,806,214,1985,23900,Joondalup Station,1700,"11-2017
",6027,-31.7564,115.75495,PRENDIVILLE CATHOLIC COLLEGE,1.4563726231931882,60
106 Matheson Road,Applecross,965000,3,2,2,217,170,2007,7100,Canning Bridge Station,2300,"06-2017
",6153,-32.01156072,115.83203,APPLECROSS SENIOR HIGH SCHOOL,2.0024933973326537,34
106 McKenzie Street,Wembley,1834000,4,3,2,500,328,2011,4400,Subiaco Station,1500,"09-2018
",6014,-31.93257974,115.8179715,BOLD PARK COMMUNITY SCHOOL,1.0895315004947441,
106 Pangbourne Street,Wembley,760000,2,1,1,410,117,1945,4900,Daglish Station,2300,"04-2019
",6014,-31.9313,115.81328,BOLD PARK COMMUNITY SCHOOL,1.2500771238394883,
106 Phoenix Road,Hamilton Hill,305000,3,1,1,729,91,1975,17100,Fremantle Station,6100,"07-2019
",6163,-32.0933371,115.788103,PORT SCHOOL,1.4761213578395431,
106 Rae Road,Shoalwater,510000,4,2,2,580,212,2011,40500,Rockingham Station,3500,"03-2017
",6169,-32.297488,115.724672,SAFETY BAY SENIOR HIGH SCHOOL,1.6619805041704963,136
